"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Created date","Usages","Fill rate","data_entry_instructions","option_descriptions"
"Was it professional?","was_it_professional_","enumeration","","google_form_","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/9/23","Forms (2)","1.84%","",""
"Was the team professional?","was_the_team_professional_","enumeration","","google_form_","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/12/23","Forms (1)","0.84%","",""
"What age did you first notice hair loss?","what_age_did_you_first_notice_hair_loss_","enumeration","","google_form_","true","Teenager; 20's; 30's; 40's; Other","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"What effect has your hair loss been in your everyday life?","what_effect_has_your_hair_loss_been_in_your_everyday_life_","enumeration","","google_form_","true","Not Bothered; Slightly troubled; Troubled; Highly troubled; Psychologically affected","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"What is your major hair loss goal?","what_is_your_major_hair_loss_goal_","enumeration","","google_form_","true","Stop hair loss; Improve hair thickness; Grow hair","false","false","false","false","false","false","Madhur Gusain","1/9/24","Forms (1)","0.02%","",""
"What previous treatments have you tried before?","what_previous_treatments_have_you_tried_before_","enumeration","","google_form_","true","FUE hair transplant; FUT hair transplant; Scalp Micropigmentation; Finasteride/ Propecia; Minoxidil/Rogaine; PRP; Other; None of the above","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"Would you recommend a friend to see us, based on your experience?","would_you_recommend_a_friend_to_see_us__based_on_your_experience_","enumeration","","google_form_","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/9/23","Forms (2)","2.45%","",""
"Your Nominee's Full Name","your_nominee_s_full_name","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","1/9/24","Forms (1)","0%","",""
"Call Fluent Calling Result","call_fluent_calling_result","string","This is the report of AI calling done to this leads.","grorapid","true","","false","false","false","false","false","false","Madhur Gusain","6/7/25","Views (2)","0.65%","",""
"Consult Type","consult_type","enumeration","Status of the lead from Gettimely , check if it is Surgery Qualified lead or  Non-Surgery Qualified lead.","grorapid","false","Surgery Qualified; Non-Surgery Qualified; Surgery Qualified - Virtual; Non-Surgery Qualified - Virtual; N/A","false","false","false","false","false","false","Madhur Gusain","12/2/24","Views (2); Property cards (1)","20.68%","",""
"Consult Done By","consultant_name","enumeration","The name of the consultant who have consulted the contact
","grorapid","true","Ebony Andrews (Ebony); Paul Green (Paul); Dan Bullen (Dan)","false","false","false","false","false","false","Madhur Gusain","12/28/24","Workflows (1); Views (2)","8.8%","",""
"Consultation Status","consultation_status","enumeration","To check what is the Appointment status of the lead.
","grorapid","true","Completed (Incomplete Appointment); Cancelled (No-Show Appointment); Pencilled-in (Pencilled-in Appointment); Reschedule; Declined (Declined Appointment)","false","false","false","false","false","false","Madhur Gusain","12/2/24","Reports (1); Property cards (1)","10.59%","",""
"Deleted Old Lead","deleted_old_lead","enumeration","The leads which are deleted from HubSpot then again imported to it.","grorapid","true","Yes; No","false","false","false","false","false","false","Madhur Gusain","12/3/24","Lists (3); Workflows (14); Views (18)","30.74%","",""
"HQL 1st Call","hql_1st_call","enumeration","","grorapid","true","Email (Connected); Phone Call (No Answer); Email/Phone; SMS (Busy); Booked; N/A","false","false","false","false","false","false","Madhur Gusain","6/3/25","Views (1)","10.89%","",""
"HQL 1st Call Comment","hql_1st_call_comment","string","","grorapid","true","","false","false","false","false","false","false","Madhur Gusain","6/4/25","Views (1)","11.92%","",""
"HQL 2nd Call","hql_2nd_call","enumeration","","grorapid","true","Email (Connected); Phone (No Answer); Email/Phone; SMS (Busy); Booked; N/A","false","false","false","false","false","false","Madhur Gusain","6/3/25","Views (1)","10.32%","",""
"HQL 2nd Call Comment","hql_2nd_call_comment","string","","grorapid","true","","false","false","false","false","false","false","Madhur Gusain","6/4/25","Views (1)","5.38%","",""
"Orignal Date","orignal_date","date","This is the original CREATE DATE of deleted lead from HubSpot which are again imported.","grorapid","true","","false","false","false","false","false","false","Madhur Gusain","12/3/24","Views (6)","25.19%","",""
"Quote","quote","number","","grorapid","true","","false","false","false","false","false","false","Madhur Gusain","10/6/24","Emails (8); Views (10); Property cards (1)","16.22%","",""
"HQL 1st Call Result","result_1st_hql_call","enumeration","","grorapid","true","Booked; Sent To VM; Can't Talk Right Now; Not Interested; Interested In Surgery; Interested In Non-Surgery; Other[Add Comment]","false","false","false","false","false","false","Madhur Gusain","6/3/25","Views (1)","4.35%","",""
"HQL 2nd Call Result","result_2nd_hql_call","enumeration","","grorapid","true","Booked; Sent To VM; Can't Talk Right Now; Not Interested; Interested In Surgery; Interested In Non-Surgery; Other[Add Comment]","false","false","false","false","false","false","Madhur Gusain","6/3/25","Views (1)","2.7%","",""
"Sales Status","sales_status","enumeration","To check if Patient Plan is there , Quote Email is sent or the Quote Email is Bounced.","grorapid","true","Patient Plan Uploaded; Quote Email Sent; Quote Email Bounced","false","false","false","false","false","false","Madhur Gusain","12/2/24","Workflows (1); Property cards (1)","8.54%","",""
"First Closed Order ID","hs_first_closed_order_id","number","The id of the associated order that was first to be closed","order_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"First Order Closed Date","hs_first_order_closed_date","datetime","Date first order was closed. Set Automatically","order_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Recent Closed Order Date","hs_recent_closed_order_date","datetime","Date last order was closed. Set automatically.","order_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Prospecting Agent Enrollment Status","hs_prospecting_agent_enrollment_status","enumeration","","prospecting_agent_information","false","Ready for Review (READY_FOR_REVIEW); In Progress (IN_PROGRESS); Researching (RESEARCHING); Queued (QUEUED); Errored (ERRORED); Finished (FINISHED); Unenrolled (UNENROLLED)","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Prospecting Agent Sender","hs_prospecting_agent_sender","enumeration","","prospecting_agent_information","false","","true","true","false","true","false","true","HubSpot","Not applicable","","0%","",""
"Why This Contact","hs_why_this_contact","string","","prospecting_agent_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Contact unworked","hs_is_unworked","bool","Contact  has  not  been  assigned  or  has  not  been  engaged  after  last  owner  assignment/re-assignment","sales_properties","false","True (true); False (false)","true","true","false","false","false","true","HubSpot","Not applicable","","100%","",""
"Lead Status","hs_lead_status","enumeration","The contact's sales, prospecting or outreach status","sales_properties","true","🟣 New (NEW); 🟡 In Progress (IN_PROGRESS); 🟢 Consult Booked (OPEN_DEAL); 🟠 Not Interested (UNQUALIFIED); Attempted to Contact (ATTEMPTED_TO_CONTACT); 🔵 Connected (CONNECTED); Bad Timing (BAD_TIMING) [HIDDEN]","false","true","false","false","false","true","HubSpot","Not applicable","Forms (4); Lists (2); Workflows (7); Create record forms (1); Views (29); Property cards (1)","84.92%","",""
"Owner assigned date","hubspot_owner_assigneddate","datetime","The most recent timestamp of when an owner was assigned to this record. This value is set automatically by HubSpot.","sales_properties","false","","true","true","false","false","false","true","HubSpot","Not applicable","","75.4%","",""
"Contact owner","hubspot_owner_id","enumeration","The owner of a contact. This can be any HubSpot user or Salesforce integration user, and can be set manually or via Workflows.","sales_properties","false","","false","true","false","true","false","true","HubSpot","Not applicable","Workflows (1); Create record forms (1); Views (28); Property cards (1)","75.4%","",""
"HubSpot Team","hubspot_team_id","enumeration","The team of the owner of a contact.","sales_properties","false","","true","true","false","true","false","true","HubSpot","Not applicable","","0%","",""
"HubSpot Score","hubspotscore","number","The number that shows qualification of contacts to sales readiness. It can be set in HubSpot's Lead Scoring app.","sales_properties","false","","true","true","false","false","false","true","HubSpot","Not applicable","Reports (1); Views (9)","90.21%","",""
"Next Follow-Up","next_follow_up","date","","sales_properties","true","","false","false","false","false","false","false","Madhur Gusain","3/27/24","Workflows (1)","0%","",""
